{'formasi_id': '07cfc4b9-ff47-4682-9a5f-3fb9bf276314', 'ins_nm': 'Badan Narkotika Nasional', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BADAN NARKOTIKA NASIONAL | BNNP JATIM | BNNK SIDOARJO | KLINIK PRATAMA BNNK SIDOARJO', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7400000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': '2797e35a-347b-4aa9-a253-dd16d1341321', 'ins_nm': 'Kementerian Pariwisata dan Ekonomi Kreatif/Badan Pariwisata dan Ekonomi Kreatif', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Pariwisata dan Ekonomi Kreatif/Badan Pariwisata dan Ekonomi Kreatif | Sekretariat Kementerian Pariwisata dan Ekonomi Kreatif/Badan Pariwisata dan Ekonomi Kreatif | Biro Umum, Hukum dan Pengadaan | Bagian Tata Usaha Pimpinan dan Rumah Tangga | Subbagian Urusan Dalam dan Pengamanan | Klinik Pratama Kementrian Pariwisata dan Ekonomi Kreatif | POLI UMUM', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '6517600', 'gaji_max': '7257600', 'jumlah_ms': 0}
{'formasi_id': '12f5365f-6249-4a74-bfb9-5df3f9ad9792', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Jenderal Soedirman | Biro Keuangan dan Umum | Klinik Pratama Rawat Jalan Soedirman', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '15bae39f-b002-4606-8300-e4a711bf1357', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Sam Ratulangi | Fakultas Kedokteran | Rumah Sakit Gigi dan Mulut Universitas Sam Ratulangi', 'jumlah_formasi': 5, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '1ec1c547-753c-4ff8-826e-81dbbb1ccc01', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Udayana | Fakultas Kedokteran | RUMAH SAKIT UNIVERSITAS UDAYANA', 'jumlah_formasi': 12, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '457c662b-3d7f-4c17-8c43-ac215e321d33', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Riau | Fakultas Kedokteran | RS UNIVERSITAS RIAU', 'jumlah_formasi': 4, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '4fc4470e-9800-43fd-a5e2-6ac4654fbfdc', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Tanjungpura | Fakultas Kedokteran | RUMAH SAKIT UNIVERSITAS TANJUNGPURA', 'jumlah_formasi': 15, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '5cbe1ce6-8ec1-46f5-9f18-4f4448186f2d', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Tadulako | Fakultas Kedokteran | RS TADULAKO', 'jumlah_formasi': 7, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '9f506b49-0de5-4b96-a244-800964b47e2b', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Malikussaleh | Biro Umum dan Keuangan | Klinik Universitas Malikussaleh', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '9f80d12c-d207-4b7f-932e-626a3255492a', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | UNIVERSITAS LAMBUNG MANGKURAT | BIRO KEUANGAN DAN UMUM | Lambung Mangkurat Medical Centre (LMMC)', 'jumlah_formasi': 4, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': 'a716f163-97a1-40b6-a919-37b88627845c', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Jember | Fakultas Kedokteran Gigi | RSGM Universitas Jember', 'jumlah_formasi': 16, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': 'ab222859-4d50-4e85-878b-352a9b546f00', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Lampung | Biro Keuangan dan Umum | KLINIK UNILA', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': 'dc5a4784-fa7c-40a7-89c2-9dfe367bdfe2', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Sriwijaya | Biro Umum dan Keuangan | Bagian Umum, Biro Umum dan Keuangan | Klinik Kesehatan Universitas Sriwijaya', 'jumlah_formasi': 7, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': 'de080cfa-1880-4d79-a990-29df6e47b98a', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Jenderal Soedirman | Fakultas Kedokteran | RS Gigi & Mulut Universitas Soedirman', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': 'edf1a174-76a8-43d0-8983-57dc3107b03e', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Jambi | Biro Perencanaan, Keuangan, dan Umum | Klinik Pratama UNJA SMART', 'jumlah_formasi': 4, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': 'f20143b1-d738-46b4-b055-c24d9c5ba15a', 'ins_nm': 'Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Mataram | Fakultas Kedokteran dan Ilmu Kesehatan | Rumah Sakit Universitas Mataram', 'jumlah_formasi': 5, 'disable': 1, 'gaji_min': '3171220', 'gaji_max': '7299112', 'jumlah_ms': 0}
{'formasi_id': '06edeef2-24ba-4960-9f7e-67362c2c4e36', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PENERBANGAN PALEMBANG | POLIKLINIK PRATAMA BP3 PALEMBANG', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '07ec8670-74f5-4754-b1c3-754ed35b4dd9', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK TRANSPORTASI DARAT BALI | Unit Kesehatan Poltrada Bali | PERAWAT', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '17497a2c-ca2e-4bdb-b268-046ee5d469fe', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PELAYARAN SULAWESI UTARA | KLINIK UTAMA BALAI PENDIDIKAN DAN PELATIHAN PELAYARAN', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '1ba4a9b0-5425-4191-93cd-477a4adc7526', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PENERBANGAN JAYAPURA | Poliklinik Politeknik Penerbangan | RUANG TINDAKAN', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '29848d5b-20f1-4362-addd-779482f45ba5', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | BALAI PENDIDIKAN DAN PELATIHAN TRANSPORTASI DARAT MEMPAWAH | Klinik BP2TD Mempawah | PERAWAT', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '2c9978ec-ee25-4089-97e0-5b2aba336a85', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK TRANSPORTASI SUNGAI, DANAU DAN PENYEBERANGAN PALEMBANG | Klinik Poltek Trans SDP Palembang | PERAWAT', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '4c4d6df5-3c02-49d0-a302-84e6a8b4c8a9', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK ILMU PELAYARAN MAKASSAR | KLINIK CADET BUMI SERAM MEDIKA | TENAGA KEPERAWATAN', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '69ffee46-dd38-489d-ad6b-30cf442d3c20', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | AKADEMI PENERBANG INDONESIA BANYUWANGI | KLINIK AVIASI MEDIKA | PERAWAT', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '6f1e9f99-80a7-45e6-8590-eed8a26f15d0', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN | KLINIK PRATAMA PPI MEDIKA | PERAWAT UMUM', 'jumlah_formasi': 4, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '806f10eb-3cbe-463d-bfba-27fd84756f4b', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PELAYARAN SUMATERA BARAT | KLINIK UTAMA POLTEKPEL SUMBAR | KELOMPOK JABATAN FUNGSIONAL', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '8e7b1dd4-518a-41c6-b5fa-06e0d0313bb5', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PENERBANGAN MAKASSAR | KLINIK POLITEKNIK PENERBANGAN MAKASSAR', 'jumlah_formasi': 6, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '9d7cc50e-1fc0-4e09-9c43-6890d7fca5a5', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PELAYARAN BANTEN | Klinik Samudera Banten | PERAWAT', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': 'b75a9445-d2b7-49ae-8765-3b2c810cef5e', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PELAYARAN MALAHAYATI | Klinik Utama Poltekpel Malahayati | KLINIK', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': 'bf608b2a-bbc9-44d4-a204-71f61bd7bb62', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PELAYARAN SURABAYA | KLINIK UTAMA ALTAIR POLITEKNIK PELAYARAN SURABAYA | RAWAT JALAN', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': 'c11f03ee-d1e4-4845-973c-340855f345d3', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PELAYARAN SORONG | KLINIK POLTEKPEL SORONG | PERAWAT', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': 'c6aafb2b-a755-4b60-a9b8-a1449c1ae415', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PENERBANGAN MEDAN | KLINIK PRATAMA POLITEKNIK PENERBANGAN MEDAN | PERAWAT', 'jumlah_formasi': 4, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': 'd73a447a-c353-4502-a25b-e6b40ad05a34', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK ILMU PELAYARAN SEMARANG | Klinik Utama PIP Semarang | PERAWAT', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': 'ef481f3d-ccff-462b-8380-ded59491a9a9', 'ins_nm': 'Kementerian Perhubungan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN PERHUBUNGAN | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA PERHUBUNGAN | POLITEKNIK PENERBANGAN SURABAYA | KLINIK PRATAMA POLTEKBANG SURABAYA | POLI UMUM', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6369200', 'jumlah_ms': 0}
{'formasi_id': '00f80ed7-795d-4fc2-9565-95675bddf91f', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AL | PUSPENERBAL | LANUDAL JUANDA | RUMKITAL DR SOEKANTYO JAHJA | Bag UGD', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3500000', 'jumlah_ms': 0}
{'formasi_id': '02193509-24ac-4bc0-9309-ed917004ea05', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AD | KODAM JAYA | KESDAM JAYA | RUMKIT TK. II M. RIDWAN MAUREKSA', 'jumlah_formasi': 88, 'disable': 0, 'gaji_min': '2000000', 'gaji_max': '5000000', 'jumlah_ms': 0}
{'formasi_id': '0aebf8ea-e6c5-4575-bb18-8d53bad680d4', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AD | KODAM VI/MLW | KESDAM VI/MLW | RUMKIT TK III DR. R. SOEHARSONO BANJARMASIN', 'jumlah_formasi': 15, 'disable': 0, 'gaji_min': '2000000', 'gaji_max': '6000000', 'jumlah_ms': 0}
{'formasi_id': '0b00e041-2c8e-4812-a35c-daf20adc7319', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AD | KODAM III/SLW | KESDAM III/SLW | DENKESYAH 03.04.01 BOGOR | RUMKIT TK.III 03.07.02 SALAK', 'jumlah_formasi': 9, 'disable': 0, 'gaji_min': '2000000', 'gaji_max': '5000000', 'jumlah_ms': 0}
{'formasi_id': '0fa609c2-6a77-47c0-81f2-7ff611261808', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AD | KODAM XIII/MDK | KESDAM XIII/MDK | RUMKIT TK. II R.W. MONGISIDI', 'jumlah_formasi': 125, 'disable': 0, 'gaji_min': '2000000', 'gaji_max': '5000000', 'jumlah_ms': 0}
{'formasi_id': '1554a792-cb95-4be9-b0a3-b4259591b281', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AD | KODAM I/BB | KESDAM I/BB | RUMKIT TK IV P. SIDEMPUAN', 'jumlah_formasi': 10, 'disable': 0, 'gaji_min': '2000000', 'gaji_max': '5000000', 'jumlah_ms': 0}
{'formasi_id': '166e51e0-bb5a-4547-8b2e-686158fd334b', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AL | KOARMADA RI | KOARMADA II | LANTAMAL VIII | RUMKITAL DR WAHYU SLAMET LANTAMAL VIII', 'jumlah_formasi': 5, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3500000', 'jumlah_ms': 0}
{'formasi_id': '18afde46-18f1-4538-9855-3278fe85b722', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AL | KOARMADA RI | KOARMADA II | LANTAMAL VII | RUMKITAL DR. SAMUEL J. MOEDA LANTAMAL VII', 'jumlah_formasi': 7, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3500000', 'jumlah_ms': 0}
{'formasi_id': '1a439aa1-8247-4c85-942d-afd95db1c0ec', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AL | KOARMADA RI | KOARMADA III | LANTAMAL XIV | RUMKITAL DR. OETOJO LANTAMAL XIV', 'jumlah_formasi': 10, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '3500000', 'jumlah_ms': 0}
{'formasi_id': '209595b4-f92b-42ca-b43b-f51213b59b4d', 'ins_nm': 'Kementerian Pertahanan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pertahanan Keamanan (Hankam) | TNI AD | KODAM IV/DIP | KESDAM IV/DIP | RUMKIT TK III YKA', 'jumlah_formasi': 10, 'disable': 0, 'gaji_min': '2000000', 'gaji_max': '5000000', 'jumlah_ms': 0}
